Time,Learning rate,Train loss,Validation loss,MAE_band_gap,RMSE_band_gap
623.5973317623138,0.001,6977.538982177734,648.8636596679687,16.535934417724608,25.472802352076787
1231.5357427597046,0.001,434.470309387207,285.8619891662598,11.366362815856933,16.907453657078577
1838.8920576572418,0.001,196.20534118652344,144.4096404953003,7.49460466003418,12.017056232509702
2457.435759782791,0.001,118.04636959838867,95.08715844726562,6.178823053359985,9.751264453765247
3076.956205844879,0.001,76.37086889648438,63.991841911315916,5.177072805404663,7.999490103207574
3695.9234931468964,0.001,51.142370590209964,46.83331660461426,4.424307144165039,6.8434871669795845
4314.13928103447,0.001,38.24275886535644,35.14394896697998,3.983868257522583,5.928233207877367
4927.301661968231,0.001,33.887978408813474,31.548664916992188,3.689441568374634,5.616819822372103
5539.024227619171,0.001,28.29427783203125,25.21585076904297,3.4114999828338624,5.021538685407389
6151.9746305942535,0.001,24.619488235473632,27.406192352294923,4.125711307525635,5.2350923919540255
6760.714551687241,0.001,31.427547805786133,52.51463187789917,5.426826247215271,7.246697998254044
7376.723841190338,0.001,25.870767852783203,21.012713760375977,3.476189010620117,4.583962670046079
7994.77791261673,0.001,19.040363861083986,17.27499656677246,2.8093466968536376,4.156320075111211
8613.629690885544,0.001,15.194714950561524,16.647990211486817,2.8220849685668945,4.0801948742047625
9233.091935157776,0.001,14.108540054321288,15.994581031799317,2.7585331954956054,3.9993225716112617
9852.8109664917,0.001,15.67850506591797,17.395738220214845,3.114072950363159,4.170819849887411
10470.297645330429,0.001,13.830479309082031,14.502126083374023,2.6553481464385986,3.8081657111231415
11083.801933288574,0.001,10.901882125854492,13.370158531188965,2.4300041351318358,3.656522737682478
11709.18286561966,0.001,9.981159105300904,13.171973636627197,2.347271297454834,3.6293213741176458
12325.618237733841,0.001,9.159030799865723,12.188420272827148,2.214640465736389,3.4911918126661488
12948.00369143486,0.001,9.298185390472412,20.09131422805786,3.221853434562683,4.482333569476714
13567.50012755394,0.001,8.8007689743042,11.452613262176513,2.1842602767944337,3.3841709859545386
14192.003011226654,0.001,7.749279308319092,11.344234886169433,2.1488556938171386,3.3681203788121103
14815.143712997437,0.001,7.917530185699463,11.16740242767334,2.1243480892181394,3.3417663634182055
15460.438893795013,0.001,7.281227561950684,12.34920076751709,2.484863836288452,3.5141429634431622
16097.459184885025,0.001,7.273748069763184,16.7270926361084,3.232244743347168,4.089876848525931
16749.746551513672,0.001,7.096607376098633,10.657428724288941,2.017237183570862,3.2645717520509394
17383.112921714783,0.001,6.819258617401123,9.101805145263672,1.8722267789840699,3.0169198108772584
18006.591811656952,0.001,6.032964541435241,8.938479820251464,1.8423362817764282,2.9897290546555326
18636.10813975334,0.001,5.760306377410888,8.724662620544434,1.816201732635498,2.953753987816933
19268.476871728897,0.001,5.675523475646973,10.47333074951172,2.1109437360763548,3.236252578139061
19897.40491437912,0.001,6.200709743499756,9.713830291748048,2.100422426223755,3.116701829137341
20523.59305715561,0.001,4.734906360626221,7.606554405212402,1.7239812622070312,2.757998260552824
21150.890708446503,0.001,4.34214115524292,8.952253520965575,2.0679469566345214,2.9920316711167305
21781.00932121277,0.001,4.475639818191528,7.739325134277344,1.7047383890151977,2.7819642582674105
22415.077536821365,0.001,4.17612421798706,7.461307109832764,1.6829089517593383,2.731539329724682
23048.43650174141,0.001,3.7873198566436765,8.990805168151855,1.967791033744812,2.9984671364135136
23677.10255599022,0.001,4.339244331359863,7.2857901496887205,1.6787524156570435,2.6992202855063017
24308.27654695511,0.001,3.752557512283325,6.939184814453125,1.617249786376953,2.634233249819219
24941.835554361343,0.001,4.274457262039185,8.037610900878907,2.024204623222351,2.8350680593027935
25573.94297528267,0.001,4.153482811927796,6.790810453414917,1.624632857322693,2.6059183512564084
26209.61166357994,0.001,3.6839572525024415,6.803717269897461,1.6332735595703125,2.6083936186659904
26846.154322862625,0.001,3.751661926269531,6.547668254852295,1.5765858087539673,2.55884119375398
27474.59222626686,0.001,4.134195748329162,6.298665645599365,1.5617560787200928,2.5097142557668524
28106.524151086807,0.001,2.9518088111877443,6.847994884490967,1.7397102117538452,2.6168673799967332
28740.680083036423,0.001,3.0708849868774415,9.69505672454834,2.43057781791687,3.1136886043001057
29380.18848848343,0.001,4.003948406219482,5.981018383026123,1.5600845251083375,2.4456120671574473
30020.750455617905,0.001,3.1879542989730836,6.40405029296875,1.607636284828186,2.5306225109582723
30658.048132181168,0.001,3.2148927993774414,5.901883613586426,1.4982834701538086,2.4293792650770745
31299.256474494934,0.001,2.7654252529144285,8.041863922119141,2.097741403579712,2.8358180340281254
31933.163911104202,0.001,3.2198643426895144,5.499153099060059,1.4805460033416749,2.345027313073359
32571.38607597351,0.001,2.719733997344971,5.982965534210205,1.665820363998413,2.4460101255330495
33210.99169063568,0.001,2.863525378227234,5.760832221984863,1.5967921285629272,2.4001733733180326
33848.039328575134,0.001,2.424894304275513,5.466568843841553,1.4920792655944823,2.338069469421632
34480.55993270874,0.001,2.5973869657516477,5.013744543075561,1.4108602294921875,2.2391392415559066
35121.44487667084,0.001,2.401821315765381,5.0849096355438235,1.5271737613677978,2.254974420152881
35768.75102066994,0.001,2.143978588104248,6.739262229919434,1.8551350498199464,2.5960089040524177
36416.58291435242,0.001,2.346673809051514,5.304075717926025,1.560349066734314,2.3030579058994642
37065.20785975456,0.001,2.0629393606185915,4.851997304916382,1.3776137199401854,2.202724972600161
37709.23551082611,0.001,2.2324720630645754,4.849398296356201,1.410788101196289,2.2021349405420643
38349.13595056534,0.001,2.2179183616638185,5.2465699119567875,1.562648723602295,2.290539218602639
